 real time strategy password wastelands depletion groundwater skyrocketing debts make years anantapur drought worse,0.133333333333,0.0666666666667,Positive
drought was triggered scanty rains,0.0,0.2,Negative
 festival season got bank account dryer california drought hop escape payment plan,0.0769230769231,0.0769230769231,Neutral
 little jay understand boo drought rift,0.142857142857,0.285714285714,Negative
marathwada region among those worst hit by drought,0.0,0.125,Negative
 heat drought feed wildfires italy beaches near threatened httpcoxkpgshxpeg,0.1,0.1,Neutral
 calm director day science meetings nasal talk cutting edge remote sensing research drought veg fluorescence calm love,0.166666666667,0.0555555555556,Positive
ground water depletion signals hydrological drought,0.0,0.0,Neutral
 love thought drought,0.5,0.0,Positive
 neville rooney end ever tons trophy drought,0.125,0.0,Positive
 lakes drought,0.333333333333,0.0,Positive
 lakes fan joint trailblazers dot forget play drought,0.111111111111,0.0,Positive
 reign mother kerr funny none tried make come back drought,0.181818181818,0.0,Positive
 times live watch drought drought asks capetown vloggerhttpcorehokxcef,0.222222222222,0.222222222222,Neutral
 wonder could help thai market b post reuters drought devastates south europe crops,0.142857142857,0.0714285714286,Positive
 attention knowledge podcast future climate induced drought water scarcity interest f,0.166666666667,0.166666666667,Neutral
 drought never cites,0.25,0.25,Neutral
 heat drought feed wildfires italy beaches near threatened httpcohesszxqz,0.1,0.1,Neutral
 heat drought feed wildfires italy beaches near threatened italian,0.1,0.1,Neutral
 every child safe drinking water thank uk aid providing suppo ensure children rights drought,0.2,0.0,Positive
 drought worst,0.333333333333,0.333333333333,Neutral
 systemic failure million californians lack safe drinking water,0.222222222222,0.222222222222,Neutral
drop yield means we have agricultural drought,0.0,0.0,Neutral
 ashok geh lot our govt made eff os ensure farmer sleep without meal drought rare got failed provide,0.0526315789474,0.0526315789474,Neutral
 nth sorry europe wide research repo revealed common staples threat water scarcity drought developing quot,0.125,0.25,Negative
 dram ian esque main man ended our year trophy drought brought silverware back old trafford eduaubdedubue,0.0588235294118,0.0588235294118,Neutral
 fake u cloud brings rain crops drought,0.125,0.125,Neutral
 times live wow watch drought drought asks capetown vloggerhttpcorehokxceem,0.3,0.2,Positive
 sustained drought killing american family farms west high plains climate news,0.166666666667,0.0833333333333,Positive
 times making jokes drought,0.2,0.0,Positive
 drought eduaubdedubua,0.333333333333,0.333333333333,Neutral
 year old katie james tempest like drought emptiness,0.111111111111,0.222222222222,Negative
 tog steep fights doubts got thankful rain cause got drought,0.181818181818,0.181818181818,Neutral
 yo say instant message ants new music feels like drought ready end,0.153846153846,0.0769230769231,Positive
 drought ever p einen tissue eu agriculture malta actively working avoid drier future,0.142857142857,0.0714285714286,Positive
 go easy hosepipe usage water water drought daily express uk,0.181818181818,0.0909090909091,Positive
 want news raider baseball ends year drought beat huskies sectional final http co room wxt i,0.0588235294118,0.0588235294118,Neutral
 former eve on captain phi neville firmly believe swayne rooney end toffees trophy drought ef cpl,0.0588235294118,0.0588235294118,Neutral
 oh drought never cites,0.2,0.2,Neutral
 objections world kannada meet amidst drought,0.142857142857,0.142857142857,Neutral
 kiwi maria le drought,0.2,0.0,Positive
 black pink active omg the month drought woh,0.222222222222,0.222222222222,Neutral
 damn jay phone de se chapped slips shy assanklesdryeduaubeedubu aeduaubcedubfubeuduufef my shit drought,0.0714285714286,0.142857142857,Negative
states  hit by drought after two consecutive years of weak monsoon,0.0833333333333,0.166666666667,Negative
 e oil flare drought,0.2,0.0,Positive
 bringing rain crops long drought also known bringing music uslonghiatuseduaubdedubu,0.0909090909091,0.0909090909091,Neutral
suicide rate had already started climbing with the onset of the drought last year,0.0,0.142857142857,Negative
 sec rules top updating demands cloud bringing rain crops clique drought new music,0.142857142857,0.142857142857,Neutral
 million people are affected by drought in India,0.0,0.142857142857,Negative
 soulmates keep touch deserve drought millions us like army s actually streaming http co,0.0666666666667,0.0666666666667,Neutral
 issue drought,0.333333333333,0.0,Positive
 dam safety questioned residents flood failure zone,0.125,0.125,Neutral
 bantu hots love drought tanseduaubcedubdub,0.333333333333,0.166666666667,Positive
 sri less average monsoon actually looks like another year drought year,0.0833333333333,0.166666666667,Negative
 love got lose virginity week long drought eduaubdedubu,0.222222222222,0.111111111111,Positive
 rain crops drought j trough,0.166666666667,0.166666666667,Neutral
 citron drought long eduaubdedubu,0.2,0.2,Neutral
 severe drought devastates south europe crops http cox du vw,0.0909090909091,0.181818181818,Negative
 instant message used sex everyday eduaubdedubu drought city,0.111111111111,0.111111111111,Neutral
 british columbia forest fires control evacuated reason given drought rude dead trees tube,0.142857142857,0.214285714286,Negative
 hot new hip hop future thought drought,0.25,0.0,Positive
 ftp friendly fire bears went serious drought linebacker position hats though,0.166666666667,0.166666666667,Neutral
 going right africa due drought love cant remember ever hearing repo ed news station anywhere russia,0.176470588235,0.0588235294118,Positive
 rev ransom canoga council mile stretch noh south good drought turns,0.166666666667,0.0833333333333,Positive
 en weirs drought issues,0.2,0.2,Neutral
 instant message dry spell major drought eduaubeedubuaeduaubcedub fubduduufefeduaubeedubub eduaubcedubfubduduufefed uaubdedubueduaubdedubu,0.0909090909091,0.0909090909091,Neutral
 reading water footprint nice repo vulnerabilities eu economy global water scarcity drought cocoa included,0.133333333333,0.133333333333,Neutral
 variations among woody plants stomach conductance photosynthesis drought,0.111111111111,0.0,Positive
 year old ever since little sister discovered food colouring b bryan put everything laughing may thought cool ass face drinking pinch water eduaubdedubu,0.0416666666667,0.0833333333333,Negative
 neville rooney end ever tons trophy drought former toffees captain thinks england time leading,0.0666666666667,0.0666666666667,Neutral
 christ applicable huffman little bit franco miss good half drought,0.181818181818,0.0909090909091,Positive
 vim top application program interface laughing f king oh san diego always going drought,0.133333333333,0.0,Positive
 baseball is m pessimist sees drought rain optimist sees drought rain outs americas brand,0.0666666666667,0.133333333333,Negative
 heat drought feed wildfires italy beaches near threatened http co playing btz c,0.0714285714286,0.0714285714286,Neutral
 day long love wont shaken drought storm,0.25,0.125,Positive
 ida want drought eduaubdedubua,0.2,0.2,Neutral
 camilla cabello follow global response learn fight famine help million people facing starvation due,0.133333333333,0.2,Negative
 clz tb fur used balers milan drought,0.125,0.0,Positive
 evil grin used new a icle drought identification eastern baltic region using ndvi,0.0714285714286,0.142857142857,Negative
 love drought crazy edu aubdedubuaeduaubdedubuae duaubdedubuaeduaubdedubu a,0.25,0.25,Neutral
 tone india drought hit farmers tamilnadu back delhi renewed vigour protest farmers,0.0769230769231,0.153846153846,Negative
 sometimes even drought find shred beauty filter needed,0.333333333333,0.222222222222,Positive
 zimmerman gets first road win since june snapping asta drought,0.0909090909091,0.0,Positive
 cashier fresh drought dot get ass anyway,0.25,0.125,Positive
 brother pouya little pour music coming drought family,0.111111111111,0.222222222222,Negative
 attention somalia see fishing helping somali youth prevent famine communities drought,0.0833333333333,0.0833333333333,Neutral
 attention somalia see fishing helping somali youth prevent famine communities drought,0.0833333333333,0.0833333333333,Neutral
 la a james how dare that ng run mouth pockets drought aye,0.0769230769231,0.0769230769231,Neutral
 greg old drought barley burning top wheat staying green miracle,0.181818181818,0.0909090909091,Positive
 drought killing farmers lot,0.2,0.2,Neutral
 drought famine natural disasters,0.4,0.4,Neutral
 drought famine natural disasters,0.4,0.4,Neutral
 albeit rather weak drought,0.2,0.2,Neutral
 ads mitre sic policy podcast drought water management water insecure future might interest,0.142857142857,0.142857142857,Neutral
drought impact on farmers only getting worse,0.0,0.142857142857,Negative
 mama swoon drought soon attacking,0.166666666667,0.166666666667,Neutral
 dare nag run mouth pockets drought aye,0.125,0.125,Neutral
 love cant even remember last time love sex talk drought edu au bee dub uaeduaubcedubfubeuduufef,0.25,0.0625,Positive
 drought real bi,0.5,0.25,Positive
 typical city government city council brandon south dakota bans watering due week drought today inches rain forecast,0.0555555555556,0.0555555555556,Neutral
farmer facing low yield because of drought,0.0,0.142857142857,Negative
 unicef oz every child safe drinking water thank uk aid providing suppo ensure children rights drought affect e,0.157894736842,0.0526315789474,Positive
 marlnayeezyrsniggaz drought eduaubdedubu,0.25,0.25,Neutral
 alyssa khol good whatever instant message drought eduaubdedubu,0.222222222222,0.111111111111,Positive
 government released funds affected regions where crippling shortage of rainfall forced rationing drinking water some communities,0.0,0.125,Negative
 government released funds affected regions where crippling shortage of rainfall forced rationing drinking water some communities,0.0,0.125,Negative
 nascar drought dennyhemlineduaubcedubfu,0.25,0.25,Neutral
 drought famine natural disaster baby around,0.285714285714,0.428571428571,Negative
 drought famine natural disaster baby around,0.285714285714,0.428571428571,Negative
 follow global response learn fight famine help million people facing starvation due,0.153846153846,0.230769230769,Negative
 lila p jim drought,0.2,0.0,Positive
 affection refreshing drought,0.75,0.0,Positive
 gautama also people living drought prone water scarcity region eduaubdedubu,0.0909090909091,0.181818181818,Negative
 people also dying diseases like cholera result drought humanitarian pane rs integrated respon,0.0714285714286,0.142857142857,Negative
 bolivia fights drought help overseas,0.333333333333,0.166666666667,Positive
 drought said thought love hoop wharf ted uaubdedubuaeduaubdedubu,0.222222222222,0.111111111111,Positive
 current drought glasgow worst evernote precipitation totals jan to june,0.0909090909091,0.181818181818,Negative
 raider baseball ends year drought beat huskies sectional final http co room wxt i,0.0666666666667,0.0666666666667,Neutral
 ovo corey we ou enjoying young talent salty year finals drought rockets fans feel need relevant today id,0.157894736842,0.105263157895,Positive
 solar etch help california drought solar technology,0.25,0.125,Positive
 reuters television severe drought devastates south europe crops http cox du vw,0.0769230769231,0.153846153846,Negative
 trappers said today marks year anniversary little wanes mixtape drought,0.0909090909091,0.0909090909091,Neutral
 fox spos braves kong ref lesson learned better get caught rain get caught drought,0.2,0.0,Positive
 dj steer yd ceilings dedication the drought and tha caer iv shaped life,0.0714285714286,0.0714285714286,Neutral
during every drought there are allegations of corruption,0.0,0.25,Negative
 twice cant talk drought nigga rd rd,0.125,0.125,Neutral
 trapp in drought money vault,0.166666666667,0.166666666667,Neutral
 purposeful wife capacity sit human race face famine disease war erupt basic res,0.214285714286,0.214285714286,Neutral
 ga thara decision telling jubilee pay ok feels blamed failure rain rather failing prepare,0.0666666666667,0.133333333333,Negative
 hatte ee friends cutting instant message drought,0.25,0.0,Positive
 ryan harkness due political sorrow california since november nth southern california drought abruptly ended threes,0.0625,0.125,Negative
 drought drives huge deadly cobra offered water bottle,0.111111111111,0.222222222222,Negative
